기업이름,고용형태,연봉,기업주소,키워드,담당업무,필요역량
엠디에스테크,경력 3~10년,회사내규에 따름,경기 성남시 분당구 판교역로 240 삼환하이펙스 A동 1001호(MDS테크 제2사업장),딥러닝,"[MDS테크] 비전, 영상처리 프로그램 개발자","['OpenCVWPFC++MachineLearningDeepLearningPythonC#C', '• 비전, 영상처리 프로그램 개발 및 유지 보수\n• 비전, 영상 관련 AI(머신러닝/딥러닝) 프로그램 개발\n• 테스트 프로그램 개발 및 수행', '• 전공: 전산, 정보, 컴퓨터 공학 및 SW 개발 관련 학과\n• 경력 : 경력 3년 이상(대리, 과장, 팀원급)\n• 응용프로그램(Python, C#, WPF, C, C++, OpenCV) 개발 경험자\n• 비전, 영상처리 관련 솔루션 개발 경험자', '• SW개발 형상관리 툴 유경험자 (Git, Jira, 아틀라시안 등)\n• Nvidia Jetson 관련 개발 유경험자\n• 임베디드 관련 개발 경험, 리눅스 사용 가능자\n• 상용 프로젝트 수행 유경험자\n• 담당업무의 정리 및 기록을 좋아하시는 분']"
한화로보틱스,경력 3~10년,회사내규에 따름,"경기 성남시 분당구 판교로 323 (삼평동,벤처포럼벤처타워) 5층",딥러닝,협동로봇 비전 AI 개발 경력사원 모집,"['AI/인공지능OpenCVC++SWLinuxMachineLearningDeepLearningTensorFlowPythonPyTorch', '• 2D/3D 비전 알고리즘 개발 with robot\n- Object Detection, Segmentation, 3D Pose Estimation\n• 머신러닝/딥러닝 기술을 활용한 로봇비전 시스템 개발', '• Computer vision, Machine vision, 영상처리 관련 알고리즘 개발 가능한 자(Feature matching, tracking etc.)\n• OpenCV, Open3D 등 필수 라이브러리 사용한 개발 가능한 자\n• C++, Python 언어 활용 (하나 이상, 주 언어급 역량 필수)', '• 3D Vision, Stereo Vision, Multi-view camera calibration, Robot-Camera Calibration 개발 경험\n• AI based vision 알고리즘 적용을 위한 영상 전/후처리 경험\n• Tensorflow, Pytorch 프레임워크 기반 개발 경험\n• 로봇 비전 관련 프로젝트 경험\n• Linux 기반 프로그래밍 경험\n• 관련 학과 석사 이상 학위']"
컨트롤웍스,경력신입~5년,회사내규에 따름,서울 강남구 언주로81길 13 4층,딥러닝,[신입/경력] 자율주행 SW 엔지니어,"['C++SWDeepLearningPythonC', '• 자율주행 소프트웨어 개발 및 최적화 (아래 중 1)\n- 딥러닝 기반 인식 알고리즘 개발\n- 다중 센서 기반 정밀 측위 알고리즘 개발\n- 동적 객체 경로 예측 알고리즘 개발\n- 경로생성 알고리즘 개발\n- 동역학 기반 차량 제어 알고리즘 개발\n- 시뮬레이션 환경 구축 및 알고리즘 최적화', '• 학사학위 이상(자동차공학, 기계공학, 로보틱스, 컴퓨터 공학, 전기전자 등 관련 분야 전공)\n• C/C++, Python 등을 활용한 프로그래밍 프로젝트 경험\n• (경력) 프로그래밍 능력 (C/C++, Python)\n• (경력) 관련분야 경력 2년 이상\n• 운전 가능자', '• 자율주행 프로젝트 수행 경험 보유자\n• 자율주행 시스템에 대한 전반적인 이해\n• 관련분야 석/박사 학위']"
마이너,경력 1~10년,회사내규에 따름,서울 강남구 테헤란로 217 304호,딥러닝,[MiNER] AI Engineer,"['AI/인공지능MachineLearningDeepLearningTensorFlowPythonPyTorchDockerGitHub', '• 영상처리 (Object Detection / OCR) DL 모델 설계 및 개발\n• on-device 딥러닝 모델 개발 및 테스트', '• python을 활용한 AI 개발 경력이 있으신 분\n• Vision 관련 논문을 읽고 구현하실 수 있으신 분\n• 아래의 분야 중 모델 설계 경험이 있으신 분\n  - Image Classification\n  - Object Detection\n  - Optical Character Recognition\n  - Natural Language Processing', '• 협업/실무 경험이 있는 분을 우대하며, 계약 형태에 대해 급여/스톡옵션 등 폭넓게 논의 가능합니다.\n• 인공지능 엔지니어로 6개월 이상 재직하신 분 → 급여 관련 별도 논의\n• 온디바이스 AI 모델 설계 및 개발 경험이 있으신 분\n• 관련 분야의 석사 학위를 보유하신 분 → 급여 관련 별도 논의']"
한화비전,경력 3~12년,회사내규에 따름,경기 성남시 분당구 판교로319번길 6,딥러닝,AI 연구원,"['GitBigDataC++MachineLearningDeepLearningTensorFlowPythonCC#', '• 함께 기술혁신을 이끌어 갈 AI 전문가(영상, 오디오) 인력 채용을 진행해요\n• 다양한 카메라, 저장장치 등에서 딥러닝 기술을 개발해요\n• Computer vision, Pattern recognition, Machine learning 기술들을 기반으로 영상보안 Application을 개발해요', '• Machine Learning 기본 지식 보유하신 분 \n\u3000- Deep Learning Framework (TensorFlow, Pytorch 등) 기반 개발 경험\n\u3000- Detection, Classification, Recognition 등 영상/음원 분석 알고리즘 개발 경험\n• C/C++/C# 언어 역량을 보유하신 분\n\u3000- OOP 이해 및 개발 경험\n\u3000- Multi-thread 기반 개발 경험\n• Embedded System 개발 경험을 보유하신 분\n\u3000- Embedded Linux 기반 개발 역량\n• Docker, 형상 관리, 협업 툴 사용 경험하신 분\n• AI분야 석사 학위 이상 또는 관련 경력 3년 이상이신 분', '• 박사 학위 또는 선진 기업/연구기관에서의 연구개발 경험 \n• 최적화, 경량화 등 성능 개선을 위한 모델링 경험\n• AI 최신 연구에 대한 이해 및 Reproduce 역량 보유\n• NIPS, CVPR, ICML 등 최고 수준 국제학회 논문게재 경험']"
에이블제이,경력 5~8년,회사내규에 따름,경기 성남시 분당구 대왕판교로645번길 12 8층,딥러닝,자연어처리 AI 솔루션 개발 리드(5년 이상),"['AI/인공지능JavaDeepLearningTensorFlowPythonPyTorch', '• HR분야 구어체 텍스트 기반 문장분석 알고리즘 개발 (동일 분야 국내 최초)\n• 자연어 이해, 텍스트 분류, 정보 추출, 자연어 생성 등의 자연어 처리 기능 개발\n• 딥러닝 및 기계 학습 기법을 활용한 자연어 처리 모델 설계 및 최적화\n• 프로덕션 팀 회의 참여, 프로덕트 팀(개발자/기획자/디자이너)와의 협업', '• 초기 창업멤버로 합류할 사람을 찾습니다. \n• 자연어 처리 알고리즘 개발 3년 이상\n• 생성형 AI시대, 현재 ""성장""의 가치가 가장 크신 분\n• 5년 내로 스타트업 3,000억 Value 이상으로 Exit 희망하시는 분\n\n[필요역량 스택]\n• 기업가 정신\n• 린스타트업 문화 적응력\n• 불굴의 도전정신\n• 철저한 책임의식', '• HR분야 근무 경력 있는 분\n• 공학계열, 컴퓨터/시스템공학전공\n• AI 알고리즘 모델링에 대한 다양한 분야 경험이 있는 분\n• 공개적인 프로젝트, 논문, 또는 기여를 통해 자신의 능력이 검증된 분']"
에이블제이,경력신입~3년,회사내규에 따름,경기 성남시 분당구 대왕판교로645번길 12 8층,딥러닝,자연어처리 AI 엔지니어(1년 내외 경력자),"['MachineLearningDeepLearningNLPPythonPyTorch', '• HR분야 구어체 텍스트 기반 문장분석 알고리즘 개발 (동일 분야 국내 최초)\n• 자연어 이해, 텍스트 분류, 정보 추출, 자연어 생성 등의 자연어 처리 기능 개발\n• 딥러닝 및 기계 학습 기법을 활용한 자연어 처리 모델 설계 및 최적화\n• 프로덕션 팀 회의 참여, 프로덕트 팀(개발자/기획자/디자이너)와의 협업', '• 초기 창업멤버로 합류할 사람을 찾습니다. 헛걸음 하지 않도록 확실히 할게요.\n• 자연어 처리 알고리즘 개발 또는 프로젝트 경험 1년 이상\n• 생성형 AI시대, 현재 ""성장""의 가치가 가장 크신 분\n• 5-7년내로 스타트업 5,000억 Value로 Exit 희망하시는 분\n\n[필요역량 스택]\n• 기업가 정신\n• 린스타트업 문화 적응력\n• 불굴의 도전정신\n• 철저한 책임의식', '• HR분야 근무 경력 있는 분\n• 수학 및 통계, 공학계열, 컴퓨터/시스템공학전공\n• AI 알고리즘 모델링에 대한 다양한 분야 경험이 있는 분\n• 공개적인 프로젝트, 논문, 또는 기여를 통해 자신의 능력이 검증된 분']"
마인즈앤컴퍼니,경력 5~15년,회사내규에 따름,"서울 서초구 서초대로77길 17, 1308호",딥러닝,인공지능(AI) Data Scientist 채용(경력 5년이상),"['AI/인공지능BigDataMachineLearningDeepLearningTensorFlowPythonPyTorch', '•  최신 Deep Learning/Machine Learning 모델 개발\n - 이미지, 자연어, 수치해석 등 다양한 DL/ML Modeling\n - 분류, 예측, 이상징후 탐지, 추천 등 다양한 영역의 AI 모델 개발\n - DL/ML을 위한 데이터 수집, 정제 및 분석(로그 수준의 데이터 가공 및 분석)\n\n• 최신 AI 알고리즘 센싱 및 연구\n  - SOTA AI 기술 리서치 및 알고리즘 연구\n  - 데이터 분석 기술 및 알고리즘 고도화', '• 딥러닝/머신러닝 등 AI 관련 분야 전공 및 경력 5년 이상 (단, 석사의 경우 3년 이상 가능)\n• 컴퓨터 관련 전공자 수준의 프로그래밍 역량\n• 최신 ML 알고리즘과 딥러닝에 대한 이해, 기술을 빠르게 학습하고 구현하는 능력\n• 최신 논문을 이해하고 구현 할 수 있는 연구 및 개발 능력\n• Deep Learning framework(Tensorflow, PyTorch 등) 기반 개발 경험 \n• 대용량의 데이터를 수집, 정제, 분석할 수 있는 역량', '• 컴퓨터 공학 관련 석사/박사 학위\n• AI 모델 개발 후 서비스 배포 등 상용 서비스 구현 경험\n• 뛰어난 의사소통 능력을 가진 분\n• 로그 수준의 대용량 데이터를 가공하여 데이터 분석/모델링까지 도출할 수 있는 전체 머신러닝 개발 프로세스 유경험자\n• Kaggle 등 AI 관련 Challenge 수상자']"
다이얼로그디자인에이전시,경력 3~5년,회사내규에 따름,서울 송파구 송파대로 201 A동 1014호,딥러닝,[3년 이상] AI/NLP R&D Engineer,"['GitLinuxTensorFlowPythonDockerPyTorch', '• AI 모델의 학습이나 파인튜닝 등에 필요한 데이터를 기획합니다.\n• 상용 LLM 및 임베딩 모델 파인튜닝 등을 통해 AI 모델을 개발합니다.\n• RAG 시스템을 이용한 도메인 기반 언어 솔루션을 연구하고 개발합니다.\n• AI 응용 서비스, 솔루션에 탑재하는 AI 모델의 성능 평가 지표를 만듭니다.\n• AI 응용 서비스, 솔루션에 탑재하는 AI 모델의 성능을 평가하고 개선합니다.\n• AI Solution Lab이 개발하는 AI 응용 서비스, 솔루션에 탑재할 AI 모델의 최적화를 연구합니다.', '※ 자연어처리와 딥러닝 기반의 언어 모델 활용 경험 및 이에 대한 이해는 최우선 자격 요건입니다.\n※ 관련 경력이 없으신 분은 선발하지 않습니다.\n\n• 자연어처리와 딥러닝 관련 실무 개발 경력이 3년 이상이신 분\n• LLM/RAG 기반의 상용 AI 모델 서빙 경험이 있으신 분\n• Tensorflow / Pytorch 등의 AI 프레임워크를 능숙하게 다루실 수 있는 분\n• 트랜스포머 계열의 언어 모델을 활용한 학습, 파인튜닝 등의 연구 개발 경험이 있으신 분\n• LLM과 RAG, 파인튜닝, 라마인덱스, 랭체인 등을 능숙하게 다룰 수 있으신 분\n• AI 모델과 엔지니어링 분야에서 주도적으로 문제를 개선하며 업무 진행이 가능하신 분\n• 비개발자를 포함해 협업하는 사람과 논리적이고 이성적인 커뮤니케이션이 가능하신 분', '• NLP 및 유관 분야의 석사 이상으로 논문 작성 경험이 있으신 분\n• 서버/백엔드/프론트엔드 개발 경험 또는 이해가 있으신 분(개발 언어, 프레임웍 무관)\n• ML, 모델 학습, 배포 파이프라인 구축 및 운영 경험이 있으신 분\n• 대용량 데이터 구축, 처리 및 서비스 경험이 있으신 분\n• AI 시장에 대한 이해를 바탕으로 제품화를 위한 아이디어가 넘치시는 분\n• 3인 이상의 팀에서 다른 직무의 사람과 협업해 기획부터 출시까지 경험해 해 보신 분\n• ChatGPT, PALM2, NAVER Hyper Clova, LLAMA, Mistral 등과 같은 상용 LLM을 활용한 대화형 인터페이스, 응용 언어 서비스 개발 경험이 있으신 분']"
오케스트로,경력 2~11년,회사내규에 따름,서울시 영등포구 여의대로 108 PARC1 NH금융타워(PARK ONE TOWER 2) 빌딩 43층,딥러닝,AI Engineer (NLP),"['DjangoAI/인공지능NLPFlaskPythonPyTorch', '• RAG(Retrieval Augmented Generation) 시스템을 이용한 도메인 기반 챗봇 연구 및 개발 \n• 자체 LLM(Large Language Model) 및 임베딩 모델 파인튜닝\n• 연구된 AI 기술 논문화 및 특허화\n• 연구된 AI 기술 상용화를 위한 개발 지원\n\n[AI Service 팀은]\n• 클라우드 및 고객사 도메인에 최적화된 LLM(Large Language Model) 및 RAG(Retrieval Augmented Generation) 시스템을 연구하며, \n• 연구의 내용을 상용화 할 수 있는 AI 서비스를 기획하여 개발하고,\n• 연구의 성과를 글로벌 컨퍼런스에 발표하며 지적재산권을 확보합니다.\n• 젊고 활기찬 연구원들이 일에 대한 열정과 즐거움으로 똘똘 뭉쳐 폭풍성장하며 솔루션 지능화에 기여합니다.', '• 트랜스포머 기반 언어 모델에 대한 이론적 이해를 지니신 분 \n• 딥러닝 모델 또는 LLM을 적용한 프로젝트 경험이 있으신 분 \n• AI 관련분야 전공자 및 이에 준하는 역량/경력 소유자\n• 딥러닝 라이브러리(PyTorch 등)를 능숙하게 다루는 분 \n• NLP 관련 논문을 이해하고 구현할 역량이 있으신 분 ', '• 이공계 석사 이상 또는 이에 준하는 2년 이상의 경력을 지니신 분 \n• LLM 기반의 RAG 시스템 개발 및 연구 경험이 있으신 분 \n• ML, 모델 학습, 배포 파이프라인 구축 및 운영 경험이 있으신 분 \n• 대용량 데이터 구축, 처리 및 서비스 경험이 있으신 분 \n']"
파인더스,경력신입~15년,회사내규에 따름,서울 영등포구 의사당대로 83 4층 101호,딥러닝,챗봇 개발자,"['TransformersMachineLearningNLPDeepLearningTensorFlowPythonRest.liPyTorchJSON', '• OpenAI GPT API를 사용하여 앱에서 챗봇 기능을 구현\t\t\t\t\t\t\t\t\t\n• 사용자 입력과 챗봇 응답을 관리하는 대화 관리 시스템 개발\t\t\t\t\t\t\t\t\t\n• 챗봇의 대화 흐름과 대답을 최적화하기 위한 파인튜닝 작업\t\t\t\t\t\t\t\t\t\n• 네이버 클라우드 플랫폼과의 통합 작업\t\t\t\t\t\t\t\t\t', '• 대용량 데이터 처리 및 분석 경험\t\t\t\t\t\t\t\t\t\n• 자연어 처리(NLP), 딥러닝, 머신러닝에 대한 이해\t\t\t\t\t\t\t\t\t\n• 대용량 데이터 처리 및 분석 경험\t\t\t\t\t\t\t\t\t\n• GPT, BERT 등의 Transformer 모델에 대한 깊은 이해 및 개발 경험\t\t\t\t\t\t\t\t\t', '• 챗봇 또는 대화 시스템 개발 경험\t\t\t\t\t\t\t\t\t\n• 자연어 처리(NLP)에 대한 기본적인 이해\t\t\t\t\t\t\t\t\t\n• 최신 NLP 연구 동향에 대한 지속적인 관심과 이해\t\t\t\t\t\t\t\t\t\n• 자연어 생성(NLG) 모델에 대한 이해 및 개발 경험\t\t\t\t\t\t\t\t\t']"
와디즈,경력 2~10년,회사내규에 따름,"경기 성남시 분당구 판교로 242, A동 5층 504호",딥러닝,AI 개발자 (2년 이상),"['scikit-learnAI/인공지능HiveHadoopMachineLearningDeepLearningTensorFlowPythonSQLPyTorch', '[AI 개발자는 이런 일을 해요.]\n• 플랫폼 내에서 발생하는 사용자들의 다양한 행동 데이터를 분석해요.\n• 감성 분석, 이상 탐지, 매출 예측, 상품 추천 등 다양한 모델을 개발하고 있어요.\n• AI 모델 서빙 및 A/B테스트, 성과 분석 등의 업무도 하고 있어요.\n\n[합류한다면 이런 일들을 경험하며 성장 할 수 있어요.]\n• 크라우드 펀딩, 스토어, 소셜관계 등 다양한 도메인에서 메이커 기반/ 서포터 기반 등 여러가지 관점으로 데이터를 분석해보고 모델링 해볼 수 있어요.\n• 스토리나 댓글 등 텍스트 데이터, 결제 관련 데이터, 사용자 로그 데이터 등 다양한 데이터에 대한 경험을 쌓을 수 있어요.\n• 데이터 관련한 여러 포지션의 팀원들이 함께 일하기 때문에  데이터 분석에서 파이프라인 구성 및 MLOps까지 넓은 범위의 업무를 경험하며 성장할 수 있어요.\n• 최신 기술이나 새로운 주제를 빠르게 시작하고 적용하며 일할 수 있어요.', '[우리는 이런 분들을 찾고있어요.]\n• AI 관련 업무 경력 2년 이상이신 분\n• 머신러닝/딥러닝 관련 지식을 보유하신 분\n• SQL, Python 사용이 능숙하고 데이터 추출, 전처리, 분석이 가능하신 분\n• Scikit-learn, TensorFlow, PyTorch 등을 활용한 AI 개발 경험이 있으신 분\n\n[아래 문항에 대한 답변을 이력서에 작성하여 제출해주세요.]\n• 지원자님이 생각하시는 와디즈는 어떤 회사인가요? 왜 와디즈에서 함께 하고 싶은 마음이 드셨나요?\n• 와디즈가 하고 있는 일을 살펴보셨나요? 내가 합류해서 꼭 해보고 싶은 일이 있다면 기록해주세요.', '[이러한 분이시라면 더욱 좋아요.]\n• Hadoop, Hive, Spark 등 빅데이터 분석 플랫폼 사용 경험이 있으신 분\n• TensorFlow, PyTorch 등을 활용한 모델 파이프라인 구축 및 서빙 경험이 있으신 분\n• AWS에서 모델링 및 서빙 경험이 있으신 분\n• 최신 논문을 이해하고 개발에 적용할 수 있는 능력을 갖추신 분\n \n\n[함께할 분들에게 전하는 한 마디]\n“빠르게 변화하고 성장하는 서비스에 함께 기여하며 성장하기를 원하시는 분들을 기다립니다.”']"
