기업이름,고용형태,연봉,기업주소,키워드,담당업무,필요역량,인덱스,키워드추출
에이치알컨설팅그룹,경력3년↑,-," 서울특별시 금천구 디지털로 130 1403호 (가산동,남성프라자)",자율주행,"응용프로그래머, 통신·모바일, 전자·반도체","[플랫폼, C, SW, 학사, Linux, ADAS, S/W, 임베디드, Vehicle, 알고리즘]",412,"['학사', 'SW', '알고리즘', 'S/W', 'Vehicle', 'Linux', 'C', '임베디드', 'ADAS']"
에이치알컨설팅그룹,경력3~14년,-," 서울특별시 금천구 디지털로 130 1403호 (가산동,남성프라자)",자율주행,"전자·반도체, 소프트웨어·하드웨어, 시스템프로그래머","[네트워크, SW, 펌웨어, 학사, 시스템, 전기, 프로그래밍, ADAS, S/W, 임베디드, Vehicle, ISO]",413,"['학사', '시스템', 'SW', 'S/W', '전기', 'Vehicle', '네트워크', '임베디드', 'ADAS']"
에이치알컨설팅그룹,경력6년↑,-," 서울특별시 금천구 디지털로 130 1403호 (가산동,남성프라자)",자율주행,"소프트웨어·하드웨어, 응용프로그래머, 웹기획·웹마케팅·PM","[SW, 학사, Linux, ADAS, Vehicle]",414,"['학사', 'SW', 'Vehicle', 'Linux', 'ADAS']"
에이치알컨설팅그룹,경력5년↑,-," 서울특별시 금천구 디지털로 130 1403호 (가산동,남성프라자)",자율주행,"응용프로그래머, 통신·모바일, 전자·반도체","[C, DSP, 학사, Controller, 전자, ADAS, S/W, Vehicle]",415,"['학사', 'S/W', 'Vehicle', '전자', 'C', 'ADAS']"
피액스인터내셔날,경력3년↑,-, 서울특별시 강남구 테헤란로 216 근무지 파주,자율주행,"기계·금속·재료, 빅데이터·AI(인공지능), 시스템프로그래머","[자율주행, SW, 센서, 전자, RADAR, ADAS, 기능안전, S/W, 전파, Radar, 전기, 신호처리, 알고리즘, C, AUTOSAR, 하드웨어, 레이더, 영어, 컴퓨터공학, 제어, DSP, 학사, Firmware, Python, 임베디드, Safety]",416,"['학사', 'SW', '알고리즘', '제어', 'S/W', '전기', '자율주행', '전자', '영어', 'C', '컴퓨터공학', '임베디드', 'ADAS', 'Python']"
에이치알컨설팅그룹,경력5년↑,-," 서울특별시 금천구 디지털로 130 1403호 (가산동,남성프라자)",자율주행,"응용프로그래머, 통신·모바일","[C, 학사, Linux, ADAS, Vehicle]",417,"['학사', 'Vehicle', 'C', 'Linux', 'ADAS']"
에이치알컨설팅그룹,경력5년↑,-," 서울특별시 금천구 디지털로 130 1403호 (가산동,남성프라자)",자율주행,구매·자재,"[기계공학, 학사, 전자, ADAS, 영어, Vehicle]",418,"['학사', 'Vehicle', '전자', '영어', 'ADAS']"
에이치알컨설팅그룹,경력3년↑,-," 서울특별시 금천구 디지털로 130 1403호 (가산동,남성프라자)",자율주행,"연구원·연구개발, 응용프로그래머","[서비스, 학사, 전자, ADAS, Vehicle]",419,"['학사', 'Vehicle', '전자', 'ADAS']"
에이치알컨설팅그룹,경력5년↑,-," 서울특별시 금천구 디지털로 130 1403호 (가산동,남성프라자)",자율주행,응용프로그래머,"[C, 학사, 리눅스, Linux, ADAS, 임베디드, Vehicle]",420,"['학사', 'Vehicle', 'Linux', '리눅스', 'C', '임베디드', 'ADAS']"
조인스에이치알코리아,경력1년↑,-, 서울특별시 서초구 서운로 160,자율주행,"연구원·연구개발, 응용프로그래머","[자율주행, 전파, Embedded, SW, 센서, Firmware, 전자, 시스템, S/W, 전기, ADAS, 기능안전, 컴퓨터공학, 영어, 제어]",421,"['시스템', 'SW', '제어', 'S/W', '전기', '자율주행', '전자', 'Embedded', '영어', '컴퓨터공학', 'ADAS']"
에이치알컨설팅그룹,경력3년↑,-," 서울특별시 금천구 디지털로 130 1403호 (가산동,남성프라자)",자율주행,"연구원·연구개발, ERP·시스템분석·설계","[ADAS, 학사, 프로젝트, Vehicle]",422,"['프로젝트', '학사', 'Vehicle', 'ADAS']"
포티투닷 주식회사,경력5년미만,-," 서울특별시 강남구 남부순환로 2621 (도곡동,디앤오강남빌딩) 9층",자율주행,"품질관리, 전자·반도체","[자율주행, vector, 서비스, ai, SW, 3D, 커뮤니케이션]",423,"['3D', '자율주행', 'SW', 'ai']"
뷰런테크놀로지,경력1년↑,-," 서울특별시 서초구 강남대로 311 (서초동,한화생명보험빌딩)",자율주행,빅데이터·AI(인공지능),"[네트워크, C, 컴퓨터, 프로젝트, LiDAR, Camera, Matlab, 전자, tool, 전기, Python, 데이터, 문서, 커뮤니케이션]",424,"['전기', '프로젝트', '네트워크', '전자', '데이터', 'C', 'Python']"
안진회계법인,경력2~10년,-," 서울특별시 영등포구 국제금융로 10 (여의도동,서울 국제금융 센터) ONE IFC 9F",자율주행,네트워크·서버·보안,"[네트워크, 자율주행, 학사, 시스템, 석사, 인프라, 박사, 컴퓨터공학]",425,"['학사', '시스템', '박사', '자율주행', '석사', '네트워크', '컴퓨터공학']"
라닉스,경력3년↑,-," 서울특별시 강남구 언주로135길 25 (논현동,라닉스빌딩)",자율주행,"영업관리·영업지원, 영업기획, 조사·분석·통계","[영업, 센서, 영어, 커뮤니케이션]",426,['영어']
탑커리어인사이트,경력3~15년,-, 서울특별시 강남구 역삼로17길 9 (역삼동) 배영빌딩 202호,자율주행,전자·반도체,"[회로, CE, UL, 커뮤니케이션]",427,['회로']
반프,경력3~15년,-," 서울특별시 강남구 역삼로 175 (역삼동,현승빌딩) 3층",자율주행,"전자·반도체, 데이터베이스·DBA, 시스템프로그래머","[자율주행, SW, 펌웨어, 센서, 석사, 컴퓨터, ECU, 데이터, 알고리즘, C, Tool, RF, 회로, 프로그래밍, 제어, IMU, Embedded, 학사, Firmware, Linux, 시스템, Python]",428,"['학사', '시스템', 'SW', '알고리즘', '제어', '자율주행', '석사', 'Embedded', '데이터', '회로', 'C', 'Linux', 'Python']"
라닉스,경력5년↑,-," 서울특별시 강남구 언주로135길 25 (논현동,라닉스빌딩)",자율주행,세무·회계,[],429,[]
오픈엣지테크놀로지,경력3~10년,-, 서울 강남구 역삼로 114 13층 (역삼동),자율주행,네트워크·서버·보안,"[플랫폼, AI, 학사, Platform, deep learning, optimization, 알고리즘]",430,"['학사', 'AI', '알고리즘']"
두원전자통신,경력2년↑,-," 경기도 부천시 석천로 397 (삼정동,부천테크노파크쌍용3차)",자율주행,"네트워크·서버·보안, 통신·모바일, 빅데이터·AI(인공지능)","[네트워크, C, 컴퓨터, SW, AI, 인공지능, Object detection, Deep Learning, tracking, 딥러닝, 프로그래밍, S/W]",431,"['AI', 'SW', 'S/W', '인공지능', '네트워크', '딥러닝', 'C']"
주식회사애니랙티브,경력3~10년,-," 서울특별시 성동구 상원1길 26 (성수동1가,서울숲A타워) 803,804",자율주행,"경영·기획·전략, 조사·분석·통계, 홍보·PR·전시·컨벤션","[플랫폼, 모빌리티, 프로젝트, 서비스, 3D, 전기, 영어]",432,"['프로젝트', '영어', '3D', '전기']"
나노융합산업연구조합,신입/경력(연차무관),-,(137-140) 서울 서초구 우면동 66-2 세신우면종합상가 408,자율주행,"빅데이터·AI(인공지능), 응용프로그래머, ERP·시스템분석·설계, 전산·IT기술지원, 생산·조립·가공·포장·검품, 생산관리, 바이오·식품공학",[AI],433,['AI']
한국폴리텍대학 성남캠퍼스,신입/경력(연차무관),-, 경기 성남시 수정구 수정로 398 (산성동),자율주행,"연구원·연구개발, 기술영업, 바이오·식품공학, 빅데이터·AI(인공지능), 응용프로그래머, ERP·시스템분석·설계, 전자·반도체, 네트워크·서버·보안, 게임(Game), 소프트웨어·하드웨어","[C, AI]",434,"['C', 'AI']"
 실리콘스튜디오코리아,신입/경력(연차무관),-, 서울특별시 송파구 송파대로 201 송파 테라타워2 A동 1301호,자율주행,"응용프로그래머, 네트워크·서버·보안, 빅데이터·AI(인공지능), ERP·시스템분석·설계, 웹프로그래머, 건축·공간·CAD·CAM디자인","[네트워크, AI, 시스템, Python, 프로그래밍, 영어, 커뮤니케이션]",435,"['시스템', 'AI', '네트워크', '영어', 'Python']"
한국교통안전공단,신입,-,서울특별시 마포구 월드컵로 220,자율주행,"경영·기획·전략, 일반사무·사무지원, 세무·회계, 법률·법무·회계",[],436,[]
현대엠시스템즈,경력2년↑,"3,000~8,000","경기 수원시 영통구 신원로 88 102동 805호 806호 (신동,디지털엠파이어2)",자율주행,"전자·반도체, 시스템프로그래머","[자율주행, Embedded, Linux, 센서퓨전, firmware, 레이더, 임베디드]",437,"['Embedded', '자율주행', 'Linux', '임베디드']"
주식회사 프리콘,경력2년↑,"3,500"," 서울특별시 성동구 왕십리로 16(성수동1가, 트리마제)",자율주행,기술영업,"[자율주행, 센서, Radar, 전자, 영업, ADAS, Lidar, 제어]",438,"['자율주행', '전자', 'ADAS', '제어']"
포디게이트,신입/경력1년↑,"월급 3,000,000"," 경기도 안양시 동안구 시민대로109번길 29 (호계동,에이스하이테크시티 범계)3D SCAN STUDIO 512호, OFFICE 706호 ",드론,"여행·레저, 광고·CG·시각디자인","


드론 조종사 / Reality Capture 데이터 편집 가능자 - 정규직 채용 - 인크루트 채용
















안녕하세요. (주)포디게이트입니다. 2010년에 설립된 회사로3D스캐너 판매 및 교육, 3D스캔 용역, 역설계, 치수검사 서비스등을 진행하고 있으며, 건축 건설, 항공 선박, 플랜트 역설계, 디지털트윈, 문화재 복원, 영화 드라마 등다양한 래퍼런스를 보유하고 있는 3D 컨설팅 전문업체입니다.
(주)포디게이트
드론 조종사 /",439,"['데이터', '3D', '드론']"
엑스퍼넷,신입/경력(연차무관),-," 서울특별시 구로구 디지털로31길 38-21 609호 (구로동,이앤씨벤처드림타워3차) ",드론,"기술영업, 여행·레저, 소프트웨어·하드웨어","


[엑스퍼넷] 드론 관련 영업직 공개채용 - 인크루트 채용















(주)엑스퍼넷안티드론 영업직 신입/경력직 채용




모집부문 및 자격요건






모집부문
담당업무
자격요건
인원




      안티드론        영업

[담당업무]드론 관련 국내 영업 및 판촉활동- 안티드론 영업기획 및 시장전략 수립, 신규시장 개발, 해외 벤더사 커뮤니케이션 진행, 국내 총판 역할 등[근무부서 및 직급/직책]근무부서: 솔루션사업본부직급",440,['드론']
엑스퍼넷,신입/경력(연차무관),-," 서울특별시 구로구 디지털로31길 38-21 609호 (구로동,이앤씨벤처드림타워3차) ",드론,"기술영업, 여행·레저, 소프트웨어·하드웨어","


[엑스퍼넷] 드론 관련 기술지원 공개채용 - 인크루트 채용















(주)엑스퍼넷드론 관련 기술지원 공개채용




모집부문 및 자격요건






모집부문
담당업무
자격요건
인원




       안티드론      기술자원
[담당업무]안티드론 관련 기술지원- 안티드론 관련 최신기술 분석 및 기술협력 지원, 안티드론 임무장비 관리, 안티드론 현장 테스트 지원/기술지원/현장적용 등[근무부서 및 직급/직책]근무부서: 기술본부직급/직",441,"['드론', '분석']"
비에이블컨설팅그룹,경력4년↑,-," 서울특별시 금천구 가산디지털2로 165 1501호 (가산동,백상스타타워2차) ",드론,"생산관리, 전기·전자·통신기능, 전자·반도체","


[가전부품제조사] 드론 제조 전문가 (대리-차장급) - 인크루트 채용













[채용회사] 가전부품 중견기업[포지션명] 드론 제조 전문가 (대리-차장급)[담당업무]- 드론 개발 및 제조[지원자격]- 학력 : 2년제 이상- 경력 : 드론업계 4년 이상[우대사항]- 중국 드론업체에서 드론 개발 및 제조(생산기술) 경력자[채용형태] 정규직[처우조건] 면접 후 협의[근무지] 경기도 안양시[진행절차] 서류전형 -> 1차 면접 -> 2차 면접 ",442,"['경력자', '드론']"
피플스카우트,경력3~10년,-, 서울특별시 마포구 삼개로 16 근신빌딩 2신관 501호 (도화동) ,드론,기계·금속·재료,"


[대기업/그룹사] 모터개발(BLDC 모터 설계) / 대리-과장급 채용 - 인크루트 채용













◈ 추천회사- 국내 대기업 자동차 부품 제조 전문회사(대기업/그룹사)* 자동차용 브레이크드림, 자동차 조향장치, 허브, 디스크, 스티어링컬럼등* 1티어 자동차 부품사로 현대기아차, BMW 등을 주요 고객사* 사원수: 1,000명 / 해외사업장: 미국, 인도, 중국 등 8개국 / 국내사업장: 본사외 4개지역 공장 등 ◈ 포지션- [대기업/그",443,"['자동차', '설계']"
잡앤서비스,경력(연차무관),-, 광주광역시 북구 추암로 201 월출동 (첨단) 인근 ,드론,"원자력·우주·조선·철강, 연구원·연구개발, 경영·기획·전략","


드론 관련 경험자 / 나이무관 - 인크루트 채용
















잡앤서비스
드론 관련 경험자 / 나이무관



모집부문 및 자격요건






담당업무
자격요건
인원





[근무부서 및 직급/직책]직급/직책: 전문직, 연구소장, CEO, COO, CFO, CIO, CCO, 임시직/프리랜서, 지사장, 그룹장, 센터장, 본부장, 사업부장, 고문


[자격요건]경력사항: 경력(연차무관)학력사항: 학력무관

0 명





근무조건
고용형",444,['드론']
프리뉴,경력2년↑,-," 경기도 안산시 단원구 산단로 325 (신길동,리드 스마트스퀘어 지식산업센터) F-501호 ~ 503호 ",드론,소프트웨어·하드웨어,"


(주)프리뉴 기업부설연구소 선행개발팀 경력직 채용 - 인크루트 채용















(주)프리뉴
기업부설연구소 선행개발팀 채용﻿



모집부문 및 자격요건






담당업무
자격요건
인원





회로설계 엔지니어[담당업무]- 드론 전자장치 및 임무장치 보드 설계[근무부서 및 직급/직책]- 근무부서: 연구소- 직급/직책: 연구원, 전임연구원

[자격요건]- 대졸 이상(4년) / 전기,전자공학계열- 관련 업무 경력 2년 이상자[우대사항]",445,"['엔지니어', '전기', '드론', '설계']"
봄날,경력1년↑,-," 서울특별시 금천구 가산디지털2로 70 (가산동,대륭테크노타운19차) ",드론,방송제작·연출·촬영·기자,"


촬영·카메라 경력 정규직 채용공고합니다. - 인크루트 채용
















(주)스튜디오 에스오아이
촬영·카메라 경력 정규직 채용공고합니다. 



모집부문 및 자격요건






담당업무
자격요건
인원





[담당업무]라이브커머스, 홍보영상, 광고영상 등 외주프로덕션에서 촬영감독님을 모십니다. 주 업무는 라이브커머스, 홍보영상 입니다. 별도 드론 촬영도 가능하신 감독님 모집합니다. [근무부서 및 직급/직책]근무부서: 촬영팀직급/직",446,"['가능하신', '드론']"
다스코리아,신입,-, 경기도 화성시 반월북길 23 다스코리아(반월동) ,드론,"기술영업, 영업관리·영업지원","


[다스코리아(주)] 자동화 제품 기술 영업   (신입/경력) 모집 - 인크루트 채용


















[다스코리아(주)] 자동화 제품 기술 영업   (신입/경력) 모집
우리 회사를 한 줄로 표현해주세요
우리 회사에 대해 4줄 이내로 소개해주세요




모집부문 및 자격요건









모집부문
담당업무
자격요건
인원




기술영업

[담당업무]ㆍPLC, Remote I/O, 드라이브, 서보모터 등 자동화 제품 기술 영업 ㆍ전기전",447,[]
