기업이름,고용형태,연봉,기업주소,키워드,담당업무,필요역량,인덱스,키워드추출
(주)에바,신입/경력1~10년,-," 경기도 성남시 수정구 창업로 42 (시흥동,판교 제2테크노밸리 경기 기업성장센터) 919호",자율주행,"빅데이터·AI(인공지능), 전자·반도체, 응용프로그래머","[자율주행, Optimization, SW, ROS, 알고리즘]",333,"['ROS', '알고리즘', '자율주행', 'SW']"
(주)뷰런테크놀로지,신입/경력(연차무관),-," 서울특별시 서초구 강남대로 311 (서초동,한화생명보험빌딩)",자율주행,빅데이터·AI(인공지능),"[자율주행, C, IMU, 프로그래밍, LiDAR, SLAM, Mapping, 석사, 자료구조, camera, ADAS, 컴퓨터공학, 알고리즘, Localization]",334,"['SLAM', '알고리즘', '자율주행', '컴퓨터공학', 'ADAS', 'C', '석사']"
코가로보틱스(주),신입/경력(연차무관),-," 서울특별시 성동구 왕십리로 222 516호(사근동,한양대학교 에이치아이티)",자율주행,"빅데이터·AI(인공지능), 소프트웨어·하드웨어",[알고리즘],335,['알고리즘']
코가로보틱스(주),신입/경력(연차무관),-," 서울특별시 성동구 왕십리로 222 516호(사근동,한양대학교 에이치아이티)",자율주행,"빅데이터·AI(인공지능), 소프트웨어·하드웨어",[알고리즘],336,['알고리즘']
(주)피플케어코리아,경력7년↑,-," 서울특별시 강남구 영동대로 511 (삼성동,트레이드타워) 27층, 33층",자율주행,"ERP·시스템분석·설계, 통신·모바일","[플랫폼, 자율주행, 모빌리티, 서비스, 시스템, 인프라]",337,"['자율주행', '시스템']"
(주)피플케어코리아,경력5년↑,-," 서울특별시 강남구 영동대로 511 (삼성동,트레이드타워) 27층, 33층",자율주행,"ERP·시스템분석·설계, 통신·모바일","[플랫폼, 자율주행, 모빌리티, 프로젝트, 서비스]",338,"['프로젝트', '자율주행']"
체이시로보틱스(주),신입/경력(연차무관),-, 서울특별시 서초구 동산로19길 47 2층 (양재동),자율주행,빅데이터·AI(인공지능),[자율주행],339,['자율주행']
포티투닷 주식회사,경력(연차무관),-," 서울특별시 강남구 남부순환로 2621 (도곡동,디앤오강남빌딩) 9층",자율주행,"조사·분석·통계, 마케팅, 유통·상품기획·MD","[자율주행, 프로젝트, IT, ai, 서비스, 시스템, vehicle, 컴퓨터공학, 영어]",340,"['IT', 'vehicle', '영어', '자율주행', '컴퓨터공학', '시스템', 'ai', '프로젝트']"
매버릭컨설팅(주),경력15~30년,-," 서울특별시 서초구 강남대로 309 2016호(서초동,코리아비지니스센타)",자율주행,기술영업,"[ECU, 자율주행, SWITCH, ADAS]",341,"['자율주행', 'ADAS']"
(주)에이알247,신입/경력(연차무관),-," 경기도 성남시 분당구 성남대로 69 (구미동,로드랜드EZ타워) 1층",자율주행,"품질관리, 생산·조립·가공·포장·검품",[자율주행],342,['자율주행']
(주)에이알247,신입/경력(연차무관),-," 경기도 성남시 분당구 성남대로 69 (구미동,로드랜드EZ타워) 1층",자율주행,"품질관리, 생산·조립·가공·포장·검품",[자율주행],343,['자율주행']
포티투닷 주식회사,경력5년↑,-," 서울특별시 강남구 남부순환로 2621 (도곡동,디앤오강남빌딩) 9층",자율주행,"빅데이터·AI(인공지능), 전자·반도체, 기계·금속·재료","[C, ai, 펌웨어, Controller, Control, Autonomous, 전자, 시스템, 전기, Vehicle, Architect, 제어]",344,"['펌웨어', '전기', '시스템', '전자', 'Vehicle', 'ai', '제어', 'C']"
포티투닷 주식회사,경력5년↑,-," 서울특별시 강남구 남부순환로 2621 (도곡동,디앤오강남빌딩) 9층",자율주행,"토목·조경·도시·측량, 바이오·식품공학, 빅데이터·AI(인공지능)","[자율주행, 센서, Object detection, 석사, Semantic segmentation, 통계, 신호처리, 알고리즘, C, 프로그래밍, 확률, 수학, 로보틱스, AI, Autonomous, 시스템, Python, 박사, 컴퓨터공학]",345,"['Python', '알고리즘', '자율주행', 'AI', '박사', '컴퓨터공학', '시스템', '로보틱스', 'C', '석사']"
포티투닷 주식회사,경력5년↑,-," 서울특별시 강남구 남부순환로 2621 (도곡동,디앤오강남빌딩) 9층",자율주행,빅데이터·AI(인공지능),"[자율주행, C, Tracking, AI, 3D, python, 센서, 통계, 레이더, Linux, 시스템, 프로그래밍, ADAS, 박사, 확률, 알고리즘]",346,"['Linux', 'python', '3D', '알고리즘', '자율주행', 'AI', '박사', '시스템', 'ADAS', 'C']"
(주)피플스카우트,경력7년↑,-, 서울특별시 마포구 삼개로 16 근신빌딩 2신관 501호 (도화동),자율주행,"데이터베이스·DBA, 빅데이터·AI(인공지능), ERP·시스템분석·설계","[네트워크, 자율주행, 플랫폼, Python, 서비스, AI, 딥러닝, 프로그래밍, 데이터]",347,"['Python', '딥러닝', '자율주행', 'AI', '데이터', '네트워크']"
쓰리핸즈,경력3~5년,-," 서울특별시 서초구 바우뫼로 222 (양재동,영진빌딩)",자율주행,"전산·IT기술지원, 전기·전자·통신기능","[플랫폼, 자율주행, Embedded, Battery, Camera, Switch, Controller, UL, 시스템, CE, 회로, ISO]",348,"['Embedded', '자율주행', '회로', '시스템']"
(주)잡뉴스솔로몬서치,경력(연차무관),-," 서울특별시 서초구 방배로 39 1층 104호 (방배동,미주빌딩)",자율주행,"기계·금속·재료, 연구원·연구개발","[자율주행, 시스템, 서비스, AI]",349,"['자율주행', 'AI', '시스템']"
포티투닷 주식회사,경력5년↑,-," 서울특별시 강남구 남부순환로 2621 (도곡동,디앤오강남빌딩) 9층",자율주행,"빅데이터·AI(인공지능), 전자·반도체, ERP·시스템분석·설계","[자율주행, Issue management, AV system, ai, Camera, 센서, Radar, vehicle, Autonomous, 전자, 시스템, 전기, ADAS, Lidar, Verification, 데이터, Vehicle, 제어]",350,"['vehicle', '자율주행', '전기', '시스템', '전자', '데이터', 'ADAS', 'Vehicle', 'ai', '제어']"
쓰리핸즈,경력3~6년,-," 서울특별시 서초구 바우뫼로 222 (양재동,영진빌딩)",자율주행,"통신·모바일, 기술영업","[플랫폼, 자율주행, Platform, 영업, IT]",351,"['IT', '자율주행']"
포티투닷 주식회사,경력5년↑,-," 서울특별시 강남구 남부순환로 2621 (도곡동,디앤오강남빌딩) 9층",자율주행,"빅데이터·AI(인공지능), 전자·반도체, ERP·시스템분석·설계","[자율주행, C, 프로젝트, AI, python, 인공지능, Autonomous, Deep Learning, 시스템, 딥러닝, 프로그래밍, ADAS, 박사, 임베디드, 석/박사]",352,"['python', '딥러닝', '자율주행', 'AI', '박사', '시스템', 'Deep', '임베디드', 'ADAS', '프로젝트', 'C', '인공지능']"
(주)엑사로보틱스,신입/경력(연차무관),-,"주5일근무, 연차, 보건휴가, 반차, 육아휴직, 남성출산휴가, 산전/후 휴가, 국민연금, 의...",자율주행,응용프로그래머,"[자율주행, SLAM, SW, 센서, Object detection, 전자, 석사, 전자회로, Image processing, Semantic segmentation, Navigation, ROS, 전기, 딥러닝, 제어부, 알고리즘, C, 센서부, 프로그래밍, 제어, SlAM, ROS2, 학사, Path Planning, 시스템, Python, 박사]",353,"['SW', '딥러닝', 'Python', 'ROS', '알고리즘', '자율주행', 'SLAM', 'SlAM', '박사', '전기', '시스템', '학사', '전자', '제어', 'C', '석사']"
포티투닷 주식회사,경력3년↑,-," 서울특별시 강남구 남부순환로 2621 (도곡동,디앤오강남빌딩) 9층",자율주행,"빅데이터·AI(인공지능), ERP·시스템분석·설계","[자율주행, Python, safety, 석사, autonomous, vehicle, 컴퓨터, ROS, 전기, C, 제어, ROS2, AI, control, 학사, Control, Autonomous, 시스템, Robotics, 로봇공학]",354,"['vehicle', 'Python', 'ROS', '자율주행', 'AI', '전기', '시스템', '학사', '제어', 'C', '석사']"
포티투닷 주식회사,경력3년↑,-," 서울특별시 강남구 남부순환로 2621 (도곡동,디앤오강남빌딩) 9층",자율주행,"빅데이터·AI(인공지능), 전자·반도체, ERP·시스템분석·설계","[자율주행, 센서, 전자, ADAS, vehicle, Verification, Radar, 전기, 데이터, Vehicle, ai, Camera, Lidar, 제어, Issue management, control, Autonomous, 시스템, AV system]",355,"['vehicle', '자율주행', '전기', '시스템', '전자', '데이터', 'ADAS', 'Vehicle', 'ai', '제어']"
쓰리핸즈,경력5~10년,-," 서울특별시 서초구 바우뫼로 222 (양재동,영진빌딩)",자율주행,"소프트웨어·하드웨어, 응용프로그래머","[자율주행, SLAM, 센서, Mapping, 석사, Geometry, Localization, 기계공학, Optimization, 3D, ROS, 알고리즘, C, 프로그래밍, Computer Vision, 플랫폼, 3D Reconstruction, Python, 박사, 컴퓨터공학]",356,"['Python', 'SLAM', 'ROS', '알고리즘', '자율주행', '3D', '박사', '컴퓨터공학', '기계공학', 'C', '석사']"
(주)피너클써치,경력(연차무관),-, 서울특별시 강남구 강남대로100길 29 (역삼동),자율주행,"경영·기획·전략, 세무·회계, 재무·자금·IR","[자율주행, 시스템]",357,"['자율주행', '시스템']"
쓰리핸즈,경력2~8년,-," 서울특별시 서초구 바우뫼로 222 (양재동,영진빌딩)",자율주행,"소프트웨어·하드웨어, 응용프로그래머","[플랫폼, 자율주행, C, Navigation, 센서, 센서퓨전, 리눅스, ROS, 시스템, Python, 프로그래밍, 알고리즘]",358,"['Python', 'ROS', '알고리즘', '자율주행', '시스템', 'C']"
(주)에바,신입/경력3년미만,"3,000~3,500"," 경기도 성남시 수정구 창업로 42 (시흥동,판교 제2테크노밸리 경기 기업성장센터) 919호",자율주행,"응용프로그래머, 빅데이터·AI(인공지능)","[C, 컴퓨터, SLAM, SW, ROS, Python, 영상처리]",359,"['영상처리', 'SW', 'Python', 'SLAM', 'ROS', 'C']"
쓰리핸즈,경력3~7년,-," 서울특별시 서초구 바우뫼로 222 (양재동,영진빌딩)",자율주행,"소프트웨어·하드웨어, 게임(Game), 통신·모바일","[플랫폼, 자율주행, 서비스, QA, Platform, 소프트웨어공학, 컴퓨터공학, 소통]",360,"['자율주행', '컴퓨터공학']"
쓰리핸즈,경력8~13년,-," 서울특별시 서초구 바우뫼로 222 (양재동,영진빌딩)",자율주행,"전산·IT기술지원, 전자·반도체","[플랫폼, 자율주행, Embedded, Firmware, Tool, 전기, RF, 회로]",361,"['Embedded', '자율주행', '회로', '전기']"
쓰리핸즈,경력2~6년,-," 서울특별시 서초구 바우뫼로 222 (양재동,영진빌딩)",자율주행,총무·법무·특허,"[네트워크, 자율주행, 플랫폼, 인프라, 영어, IT]",362,"['IT', '자율주행', '영어', '네트워크']"
(주) 소셜써치코리아,경력5~10년,-, 서울특별시 강남구 테헤란로63길 16 강성빌딩 (삼성동),자율주행,"연구원·연구개발, 전자·반도체","[자율주행, Battery, 학사, 회로, 박사, 문서]",363,"['자율주행', '회로', '박사', '학사']"
한국교통안전공단,신입/경력(연차무관),-, 경북 김천시 혁신6로 17 12층(율곡동),자율주행,일반사무·사무지원,[],364,[]
코어디아이티 주식회사,경력3~15년,"3,500~7,500"," 서울특별시 금천구 가산디지털2로 166 (가산동,에이스 K1타워) 605호",자율주행,"웹프로그래머, 응용프로그래머, ERP·시스템분석·설계","[모빌리티, 시스템, 프로젝트, 알고리즘]",365,"['프로젝트', '알고리즘', '시스템']"
(주) 퓨런티어,신입/경력(연차무관),-, 경기도 성남시 중원구 사기막골로 58 (상대원동) 퓨런티어,자율주행,광학·의료장비,"[네트워크, 플랫폼, C, SW, 펌웨어, Camera, 3D, Matlab, Tool, S/W, 전기, CE, Lidar, 영상처리, 제어]",366,"['영상처리', '펌웨어', 'SW', '3D', 'S/W', '전기', '네트워크', '제어', 'C']"
리뉴피플(주),경력3~15년,-, 서울특별시 강남구 봉은사로 317 3층 (논현동),자율주행,광학·의료장비,"[C, 컴퓨터, SW, 펌웨어, 센서, 학사, UL, Verification, 리눅스, 시스템, CE, 신호처리, 회로, 임베디드, 알고리즘, 제어]",367,"['펌웨어', 'SW', '알고리즘', '회로', '시스템', '학사', '임베디드', '제어', 'C']"
포티투닷 주식회사,경력5년↑,-," 서울특별시 강남구 남부순환로 2621 (도곡동,디앤오강남빌딩) 9층",자율주행,"전자·반도체, ERP·시스템분석·설계, 빅데이터·AI(인공지능)","[자율주행, AI, Autonomous, 시스템, ADAS, 기능안전]",368,"['자율주행', 'AI', 'ADAS', '시스템']"
(주)피플케어코리아,경력3년↑,-," 서울특별시 강남구 영동대로 511 (삼성동,트레이드타워) 27층, 33층",자율주행,"ERP·시스템분석·설계, 통신·모바일, 연구원·연구개발","[자율주행, 인프라]",369,['자율주행']
(주)피플케어코리아,경력3년↑,-," 서울특별시 강남구 영동대로 511 (삼성동,트레이드타워) 27층, 33층",자율주행,"ERP·시스템분석·설계, 연구원·연구개발, 빅데이터·AI(인공지능)","[자율주행, 시스템, 서비스]",370,"['자율주행', '시스템']"
포티투닷 주식회사,경력3년↑,-," 서울특별시 강남구 남부순환로 2621 (도곡동,디앤오강남빌딩) 9층",자율주행,"전산·IT기술지원, 웹프로그래머, 소프트웨어·하드웨어","[플랫폼, 자율주행, C, 프로젝트, platform, 서비스, ai, Platform, safety, S/W, 시스템, 프로그래밍, 커뮤니케이션, embedded, 제어]",371,"['S/W', '자율주행', 'embedded', '시스템', 'ai', '제어', 'C', '프로젝트']"
(주)텔레칩스,경력3~10년,-, 서울 송파구 올림픽로35다길 42 (신천동),자율주행,"네트워크·서버·보안, 빅데이터·AI(인공지능), ERP·시스템분석·설계","[자율주행, C, 컴퓨터, LiDAR, Embedded, Safety, Platform, Autonomous, 전자, Linux, ML, ADAS, S/W, 컴퓨터공학, 알고리즘]",372,"['Linux', '알고리즘', '자율주행', 'Embedded', '컴퓨터공학', '전자', 'ADAS', 'S/W', 'C']"
(주)에티포스,경력1~3년,-," 경기도 성남시 분당구 벌말로50번길 41 (야탑동,투아이센터) 4층 405호",자율주행,소프트웨어·하드웨어,"[C, 프로젝트, Embedded, SW, Linux, 프로그래밍, 영어]",373,"['Linux', 'SW', '영어', '프로젝트', 'Embedded', 'C']"
포티투닷 주식회사,경력5년↑,-," 서울특별시 강남구 남부순환로 2621 (도곡동,디앤오강남빌딩) 9층",자율주행,"통신·모바일, 기술영업, ERP·시스템분석·설계, 네트워크·서버·보안","[플랫폼, 모빌리티, 서비스, ai, AI, QA, Platform, S/W, 데이터]",374,"['ai', 'S/W', '데이터', 'AI']"
포티투닷 주식회사,경력5년↑,-," 서울특별시 강남구 남부순환로 2621 (도곡동,디앤오강남빌딩) 9층",자율주행,"전산·IT기술지원, 전자·반도체, ERP·시스템분석·설계","[자율주행, ai, Autonomous, 시스템, 회로, Vehicle, 제어]",375,"['자율주행', '회로', '시스템', 'Vehicle', 'ai', '제어']"
포티투닷 주식회사,경력5년↑,-," 서울특별시 강남구 남부순환로 2621 (도곡동,디앤오강남빌딩) 9층",자율주행,"통신·모바일, ERP·시스템분석·설계, 네트워크·서버·보안","[서비스, ai, 제어]",376,"['ai', '제어']"
